cinema (ID),cinema (source),cinema (transliteration),"city, country",year,address,"lat,long",run,seats,affiliation,comments,sources,reconstruction,Coef
MOS325,Таганский,Taganskiĭ,"Moscow, SU",1952,Taganskaia pl. 12,"55.74038353434052, 37.654197842457705",1,809,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS326,Театр киноактера,Teatr kinoaktera,"Moscow, SU",1952,"Ul. Vorovskogo, 31","55.756832, 37.586203",1,924,Ministry of Cinematography,,All the data is based on the 1949 record.,1,1
MOS327,Ударник,Udarnik,"Moscow, SU",1952,Ul. Serafimovicha,"55.744450, 37.613072",1,1998,Moscow City Executive Committee's Department of Cinefication,2 venues,All the data is based on the 1953 record.,1,1
MOS328,Уран,Uran,"Moscow, SU",1952,"Sretenka, 19","55.77040452282041, 37.63155372711536",1,984,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS329,Форум,Forum,"Moscow, SU",1952,"Sadovo-Sukharevskaia, 14","55.773058432602916, 37.62740330442969",1,1273,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS330,Хроника,Khronika,"Moscow, SU",1952,"Sretenka, 4","55.767124, 37.631820",,296,Moscow City Executive Committee's Department of Cinefication,newsreel,All the data is based on the 1953 record.,1,"0,5"
MOS331,Художественный,Khudozhestvennyĭ,"Moscow, SU",1952,Arbatskaia pl. 14,"55.752369, 37.602139",1,1020,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS332,Центральный,Tsentral'nyĭ,"Moscow, SU",1952,"Ul. Gor'kogo, 18-а","55.76592426048217, 37.60529052843362",1,850,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS333,ЦПКиО им. Горького,TSPKiO im. Gor'kogo,"Moscow, SU",1952,"Krymskiĭ val, 9","55.73154109054722, 37.60327706944183",1,757,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",All the data is based on the 1953 record.,1,1
MOS334,Шторм,Shtorm,"Moscow, SU",1952,"Rusakovskaia, 1","55.78235111103543, 37.67006121362364",1,656,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS335,Экран жизни,Ėkran zhizni,"Moscow, SU",1952,"Sadovo-Karetnaia, 45","55.77342398078649, 37.611662769437814",1,569,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS336,Экспресс,Ėkspress,"Moscow, SU",1952,"TSvetnoĭ bul'var, 25","55.77321250837942, 37.620671571295084",3,262,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,62"
MOS337,Эрмитаж,Ėrmitazh,"Moscow, SU",1952,"Karetnyĭ riad, 3","55.77035848488775, 37.60921074307702",1,652,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS338,Юный зритель,IUnyĭ zritel',"Moscow, SU",1952,"Arbat, 39","55.74853398105157, 37.588827397745554",2,353,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,88"
MOS339,Авангард,Avangard,"Moscow, SU",1953,B. Iakimanka,"55.731779, 37.611473",2,515,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,"0,88"
MOS340,Аврора,Avrora,"Moscow, SU",1953,"Ul. Chernyshevskogo, 16","55.759157, 37.645708",3,314,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,"0,62"
MOS341,Аквариум,Akvarium,"Moscow, SU",1953,"B. Sadovaia, 14","55.76749154922368, 37.59480267864476",2,732,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 30. L. 59.,0,"0,88"
MOS342,Арс,Ars,"Moscow, SU",1953,"Arbat, 51","55.74806146601852, 37.58749976700312",2,271,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,"0,88"
MOS343,Баррикады,Barrikady,"Moscow, SU",1953,"Barrikadnaia, 21","55.76064794396243, 37.579330860186516",2,455,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,"0,88"
MOS344,Дзержинский ПКиО,Dzerzhinskiĭ PKiO,"Moscow, SU",1953,"Ostankinskaia, 7","55.83032412781143, 37.61469840946716",2,652,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 30. L. 59.,0,"0,88"
MOS345,Динамо,Dinamo,"Moscow, SU",1953,Petrovskiĭ park,"55.79618060753062, 37.555168887144774",1,560,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,1
MOS346,Диск,Disk,"Moscow, SU",1953,Mariinskaia ul. 23,"55.809621, 37.634416",3,207,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,"0,62"
MOS347,Ждановский ПКиО,Zhdanovskiĭ PKiO,"Moscow, SU",1953,"Taganskaia ul., 40/42","55.739207, 37.667761",2,584,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,"0,88"
MOS348,Заря,Zaria,"Moscow, SU",1953,Piatnitskaia ul.,"55.745524, 37.626412",3,242,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,"0,62"
MOS349,Измайловский ПКиО имени Сталина,Izmaĭlovskiĭ PKiO imeni Stalina,"Moscow, SU",1953,Izmaĭlovo,"55.77299499453838, 37.76126878218039",3,600,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 30. L. 59.,0,"0,62"
MOS350,им. Моссовета,im. Mossoveta,"Moscow, SU",1953,"Luzhnikovskaia, 27","55.716276142721824, 37.5739001982771",1,705,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,1
MOS351,им. III Интернационала,im. III Internatsionala,"Moscow, SU",1953,"Spartakovskaia, 21","55.77323586956071, 37.67796359405088",2,455,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,"0,88"
MOS352,Искра,Iskra,"Moscow, SU",1953,"Dmitrovskoe shosse, 3а","55.81168032493068, 37.57701676520979",3,210,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,"0,62"
MOS353,Кадр,Kadr,"Moscow, SU",1953,"Pliushchikha, 11","55.744520, 37.579277",3,325,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57,0,"0,62"
MOS354,Кинозал короткометражного фильма,Kinozal korotkometrazhnogo fil'ma,"Moscow, SU",1953,"Okhotnyĭ riad, 6","55.757521, 37.616369",,151,Moscow City Executive Committee's Department of Cinefication,newsreel,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,"0,5"
MOS355,Кинотеатр повторного фильма,Kinoteatr povtornogo fil'ma,"Moscow, SU",1953,"Ul. Gertsena, 23","55.757288, 37.599238",2,440,Moscow City Executive Committee's Department of Cinefication,"specialized, re-run cinema",TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,"0,88"
MOS356,Колизей,Kolizeĭ,"Moscow, SU",1953,"Chistye prudy, 19а","55.761781, 37.645941",1,904,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,1
MOS357,Красная Пресня,Krasnaia Presnia,"Moscow, SU",1953,"Mantulinnskaia, 5","55.75519658574544, 37.557861177072844",3,185,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,"0,62"
MOS358,Луч,Luch,"Moscow, SU",1953,Sokol'nicheskiĭ district,"55.791681890731304, 37.68025349659428",2,375,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,"0,88"
MOS359,Маяк,Maiak,"Moscow, SU",1953,Dubrovskiĭ pr. 4,"55.72449012452377, 37.664848882933924",3,306,Moscow City Executive Committee's Department of Cinefication,2 venues,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,"0,62"
MOS360,Метрополь,Metropol',"Moscow, SU",1953,"Pl. Sverdlova, 2/4","55.758448, 37.621669",1,757,Moscow City Executive Committee's Department of Cinefication,3 venues,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,1
MOS361,Мир,Mir,"Moscow, SU",1953,"Sushchevskiĭ val, 15","55.79283816599655, 37.59796976091867",2,362,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,"0,88"
MOS362,Молот,Molot,"Moscow, SU",1953,"Rusakovskaia, 23","55.785928, 37.675828",2,442,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,"0,88"
MOS363,Москва,Moskva,"Moscow, SU",1953,"Pl. Maiakovskogo, 1","55.769671725991564, 37.59471331716628",1,791,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,1
MOS364,Наука и знание,Nauka i znanie,"Moscow, SU",1953,"Arbat, 2","55.752414, 37.599597",2,323,Moscow City Executive Committee's Department of Cinefication,scientific films,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,"0,88"
MOS365,Новости дня,Novosti dnia,"Moscow, SU",1953,"Tverskoĭ bul'var, 23","55.762386822142076, 37.602169862309225",,272,Moscow City Executive Committee's Department of Cinefication,newsreel,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,"0,5"
MOS366,Октябрь,Oktiabr',"Moscow, SU",1953,"Sheremet'evskaia, 19","55.79929647698802, 37.61501275297922",2,436,Moscow City Executive Committee's Department of Cinefication,for children,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,"0,88"
MOS367,Орион,Orion,"Moscow, SU",1953,Preobrazhenskaia pl. 7,"55.795618, 37.708499",1,701,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 57.,0,1
MOS368,Открытый кинотеатр (Усачёвский сквер),Otkrytyĭ kinoteatr (Usachëvskiī skver),"Moscow, SU",1953,Usachevskiĭ skver,"55.724584197535705, 37.56102498972425",3,595,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 30. L. 59.,0,"0,62"
MOS369,Открытый кинотеатр в парке им. Воровского,Otkrytyĭ kinoteatr v parke im. Vorovskogo,"Moscow, SU",1953,Leningradskoe shosse 244,"55.81946149407082, 37.50539195493388",3,588,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 30. L. 59.,0,"0,62"
MOS370,Перекоп,Perekop,"Moscow, SU",1953,Grokhol'skiĭ per. 22,"55.777151, 37.638043",1,590,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,1
MOS371,ПКиО Сокольники,PKiO Sokol'niki,"Moscow, SU",1953,Sokol'nicheskiĭ district,"55.792565, 37.677725",1,700,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 30. L. 59.,0,1
MOS372,Призыв,Prizyv,"Moscow, SU",1953,"Mozhaĭskoe shosse, 47/51","55.717432889661616, 37.4076118136208",1,386,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,1
MOS373,Родина,Rodina,"Moscow, SU",1953,Semenovskaia pl.,"55.781570, 37.717869",1,1313,Moscow City Executive Committee's Department of Cinefication,2 venues,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,1
MOS374,Сад им. Баумана,Sad im. Baumana,"Moscow, SU",1953,"Ul. Karla Marksa or Novo-Basmannaia, 18","55.766581, 37.659918",1,708,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 30. L. 59.,0,1
MOS375,Сад Эрмитаж,Sad Ėrmitazh,"Moscow, SU",1953,"Karetnyĭ riad, 3","55.77080510877408, 37.60954337553044",1,428,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 30. L. 59.,0,1
MOS376,Салют,Saliut,"Moscow, SU",1953,"Nizh. Maslovka,1/2","55.792065, 37.575222",1,642,Moscow City Executive Committee's Department of Cinefication,2 venues,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,1
MOS377,Смена,Smena,"Moscow, SU",1953,"B. Gruzinskaia, 51","55.771020990551925, 37.582989154099984",2,430,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,"0,88"
MOS378,Спартак,Spartak,"Moscow, SU",1953,"Ul. Chernyshevskogo, 55","55.76354670647905, 37.6548476160702",3,344,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,"0,62"
MOS379,Стереокино,Stereokino,"Moscow, SU",1953,"Pl. Sverdlova, 1/8","55.76037895000343, 37.61916289759364",,178,Moscow City Executive Committee's Department of Cinefication,stereo cinema,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,2
MOS380,Таганский,Taganskiĭ,"Moscow, SU",1953,Taganskaia pl. 12,"55.74038353434052, 37.654197842457705",1,809,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,1
MOS381,Театр киноактера,Teatr kinoaktera,"Moscow, SU",1953,"Ul. Vorovskogo, 31","55.756832, 37.586203",1,924,Ministry of Cinematography,,All the data is based on the 1949 record.,1,1
MOS382,Ударник,Udarnik,"Moscow, SU",1953,Ul. Serafimovicha,"55.744450, 37.613072",1,1998,Moscow City Executive Committee's Department of Cinefication,2 venues,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,1
MOS383,Уран,Uran,"Moscow, SU",1953,"Sretenka, 19","55.77040452282041, 37.63155372711536",1,984,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,1
MOS384,Форум,Forum,"Moscow, SU",1953,"Sadovo-Sukharevskaia, 14","55.773058432602916, 37.62740330442969",1,1273,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,1
MOS385,Хроника,Khronika,"Moscow, SU",1953,"Sretenka, 4","55.767124, 37.631820",,296,Moscow City Executive Committee's Department of Cinefication,newsreel,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,"0,5"
MOS386,Художественный,Khudozhestvennyĭ,"Moscow, SU",1953,Arbatskaia pl. 14,"55.752369, 37.602139",1,1020,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,1
MOS387,Центральный,Tsentral'nyĭ,"Moscow, SU",1953,"Ul. Gor'kogo, 18-а","55.76592426048217, 37.60529052843362",1,850,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,1
MOS388,ЦПКиО им. Горького,TSPKiO im. Gor'kogo,"Moscow, SU",1953,"Krymskiĭ val, 9","55.73154109054722, 37.60327706944183",1,757,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 30. L. 59.,0,1
MOS389,Шторм,Shtorm,"Moscow, SU",1953,"Rusakovskaia, 1","55.78235111103543, 37.67006121362364",1,656,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,1
MOS390,Экран жизни,Ėkran zhizni,"Moscow, SU",1953,"Sadovo-Karetnaia, 45","55.77342398078649, 37.611662769437814",1,569,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,1
MOS391,Экспресс,Ėkspress,"Moscow, SU",1953,"TSvetnoĭ bul'var, 25","55.77321250837942, 37.620671571295084",3,262,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,"0,62"
MOS392,Эрмитаж,Ėrmitazh,"Moscow, SU",1953,"Karetnyĭ riad, 3","55.77035848488775, 37.60921074307702",1,652,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,1
MOS393,Юный зритель,IUnyĭ zritel',"Moscow, SU",1953,"Arbat, 39","55.74853398105157, 37.588827397745554",2,353,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 30. L. 58.,0,"0,88"
MOS394,Авангард,Avangard,"Moscow, SU",1954,B. Iakimanka,"55.731779, 37.611473",2,463,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS395,Аврора,Avrora,"Moscow, SU",1954,"Ul. Chernyshevskogo, 16","55.759157, 37.645708",3,306,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,62"
MOS396,Аквариум,Akvarium,"Moscow, SU",1954,"B. Sadovaia, 14","55.76749154922368, 37.59480267864476",2,732,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS397,Арс,Ars,"Moscow, SU",1954,"Arbat, 51","55.74806146601852, 37.58749976700312",2,271,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS398,Баррикады,Barrikady,"Moscow, SU",1954,"Barrikadnaia, 21","55.76064794396243, 37.579330860186516",2,426,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS399,ВСХВ,VSKHV,"Moscow, SU",1954,Territoriia VSKHV,"55.831674872324214, 37.63130193594137",1,736,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS400,Дзержинский ПКиО,Dzerzhinskiĭ PKiO,"Moscow, SU",1954,"Ostankinskaia, 17","55.83032412781143, 37.61469840946716",2,652,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS401,Динамо,Dinamo,"Moscow, SU",1954,Petrovskiĭ park,"55.79618060753062, 37.555168887144774",1,522,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS402,Диск,Disk,"Moscow, SU",1954,Mariinskaia ul. 23,"55.809621, 37.634416",3,207,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,62"
MOS403,Дружба,Druzhba,"Moscow, SU",1954,Novopeschannaia ul. korp. 60,"55.79626860234792, 37.512730548107776",1,277,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS404,Ждановский ПКиО,Zhdanovskiĭ PKiO,"Moscow, SU",1954,"Taganskaia ul., 40/42","55.739207, 37.667761",2,584,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS405,Заря,Zaria,"Moscow, SU",1954,"Piatnitskaia ul., 2","55.745524, 37.626412",3,228,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,62"
MOS406,Звезда,Zvezda,"Moscow, SU",1954,"Chkalova, 8-22","55.76002828365596, 37.6571141119478",1,228,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS407,Знамя,Znamia,"Moscow, SU",1954,Podgorslaia nab. 1/15,"55.74813515028734, 37.64490519799821",1,332,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS408,Измайловский ПКиО имени Сталина,Izmaĭlovskiĭ PKiO imeni Stalina,"Moscow, SU",1954,Izmaĭlovo,"55.77299499453838, 37.76126878218039",3,600,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,62"
MOS409,им. Моссовета,im. Mossoveta,"Moscow, SU",1954,"Luzhnikovskaia, 27","55.716276142721824, 37.5739001982771",1,684,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS410,Искра,Iskra,"Moscow, SU",1954,"Dmitrovskoe shosse, 3а","55.81168032493068, 37.57701676520979",3,210,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,62"
MOS411,им. III Интернационала,im. III Internatsionala,"Moscow, SU",1954,"Spartakovskaia, 21","55.77323586956071, 37.67796359405088",2,455,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS412,Кадр,Kadr,"Moscow, SU",1954,"Pliushchikha, 11","55.744520, 37.579277",3,325,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54,0,"0,62"
MOS413,Кинозал короткометражного фильма,Kinozal korotkometrazhnogo fil'ma,"Moscow, SU",1954,"Okhotnyĭ riad, 6","55.757521, 37.616369",,151,Moscow City Executive Committee's Department of Cinefication,newsreel,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,5"
MOS414,Кинотеатр повторного фильма,Kinoteatr povtornogo fil'ma,"Moscow, SU",1954,"Ul. Gertsena, 23/9","55.757288, 37.599238",2,440,Moscow City Executive Committee's Department of Cinefication,"specialized, re-run cinema",TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS415,Колизей,Kolizeĭ,"Moscow, SU",1954,"Chistye prudy, 19а","55.761781, 37.645941",1,904,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS416,Красная Пресня,Krasnaia Presnia,"Moscow, SU",1954,"Mantulinnskaia, 5","55.75519658574544, 37.557861177072844",3,185,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,62"
MOS417,Луч,Luch,"Moscow, SU",1954,Sokol'nicheskiĭ district,"55.791681890731304, 37.68025349659428",2,375,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS418,Маяк,Maiak,"Moscow, SU",1954,Dubrovskiĭ pr. 4,"55.72449012452377, 37.664848882933924",3,306,Moscow City Executive Committee's Department of Cinefication,2 venues,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,62"
MOS419,Метрополь,Metropol',"Moscow, SU",1954,"Pl. Sverdlova, 2/4","55.758448, 37.621669",1,730,Moscow City Executive Committee's Department of Cinefication,3 venues,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS420,Мир,Mir,"Moscow, SU",1954,"Sushchevskiĭ val, 15","55.79283816599655, 37.59796976091867",2,323,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS421,Молот,Molot,"Moscow, SU",1954,"Rusakovskaia, 23","55.785928, 37.675828",2,328,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS422,Москва,Moskva,"Moscow, SU",1954,Pl. Maiakovskogo,"55.769671725991564, 37.59471331716628",1,791,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS423,Наука и знание,Nauka i znanie,"Moscow, SU",1954,"Arbat, 51","55.74814594330477, 37.587553398356306",2,237,Moscow City Executive Committee's Department of Cinefication,scientific films,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS424,Новости дня,Novosti dnia,"Moscow, SU",1954,"Tverskoĭ bul'var, 23","55.762386822142076, 37.602169862309225",,259,Moscow City Executive Committee's Department of Cinefication,newsreel,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,5"
MOS425,Октябрь,Oktiabr',"Moscow, SU",1954,"Sheremet'evskaia, 19","55.79929647698802, 37.61501275297922",2,381,Moscow City Executive Committee's Department of Cinefication,for children,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,88"
MOS426,Орион,Orion,"Moscow, SU",1954,Preobrazhenskaia pl. 7,"55.795618, 37.708499",1,659,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS427,Открытый кинотеатр (Усачёвский сквер),Otkrytyĭ kinoteatr (Usachëvskiī skver),"Moscow, SU",1954,Usachevskiĭ skver,"55.724584197535705, 37.56102498972425",3,595,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,62"
MOS428,Открытый кинотеатр в парке им. Воровского,Otkrytyĭ kinoteatr v parke im. Vorovskogo,"Moscow, SU",1954,Leningradskoe shosse 244,"55.81946149407082, 37.50539195493388",3,588,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,"0,62"
MOS429,Перекоп,Perekop,"Moscow, SU",1954,Grokhol'skiĭ per. 22,"55.777151, 37.638043",1,590,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS430,ПКиО Сокольники,PKiO Sokol'niki,"Moscow, SU",1954,Sokol'nicheskiĭ district,"55.792565, 37.677725",1,701,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS431,Призыв,Prizyv,"Moscow, SU",1954,"Mozhaĭskoe shosse, 47/51","55.717432889661616, 37.4076118136208",1,386,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS432,Радуга,Raduga,"Moscow, SU",1954,"Spartakovskaia, 21","55.77319966176864, 37.67882190091637",1,440,Moscow City Executive Committee's Department of Cinefication,,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS433,Родина,Rodina,"Moscow, SU",1954,Semenovskaia pl.,"55.781570, 37.717869",1,1268,Moscow City Executive Committee's Department of Cinefication,2 venues,TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS434,Сад им. Баумана,Sad im. Baumana,"Moscow, SU",1954,"Ul. Karla Marksa, 18","55.766581, 37.659918",1,708,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
MOS435,Сад Эрмитаж,Sad Ėrmitazh,"Moscow, SU",1954,"Karetnyĭ riad, 3","55.77080510877408, 37.60954337553044",1,428,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",TCGAM. F. R-265. Op. 1. D. 36. L. 52-54.,0,1
