film_id,title (original),Year of Production,Duration (min),IMDB id
flm0001773,Свадьба Кречинского 1 серия,1953,,tt0240058
flm0001774,Певец Урала,,,
flm0001775,Свадьба Кречинского 2 серия,1953,,tt0240058
flm0001776,Napoli milionaria,1950,84,tt0042780
flm0001777,Честь товарища,1953,84,tt0313885
flm0001778,Под знаменем единства,,,
flm0001779,Сельскохозяйственное училище №19,,,
flm0001780,Полет на луну,1953,30,tt3788712
flm0001781,Torna... a Sorrento,1945,95,tt0038183
flm0001782,Новости дня № 67 1953 г.,,,
flm0001783,Алеко,1953,61,tt0046694
flm0001784,Новости дня № 1 1954 г.,,,
flm0001785,Советские футболисты за рубежом,,,
flm0001786,Новости сельского хозяйства № 11 1954 г.,,,
flm0001787,Советский спорт № 12 1954 г.,,,
flm0001788,Пик дружбы,,,
flm0001789,Новости сельского хозяйства № 12 1954 г.,,,
flm0001790,Маскарад,1947,85,tt0039610
flm0001791,L'appel du destin,1953,100,tt0149697
flm0001792,Новости дня № 2 1954 г.,,,
flm0001793,Наука и техника № 1 1954 г.,,,
flm0001794,Поедем в Сухуми,,,
flm0001795,Великий воин Албании Скандербег,1953,95,tt0046498
flm0001796,Новости дня № 3 1954 г.,,,
flm0001797,Возрожденное Пулково,,,
flm0001798,Соревнования конькобежцев СССР - Норвегия,,,
flm0001799,Мастера баскетбола,,,
flm0001800,В пойме Оки,,,
flm0001801,Тени,1953,105,tt5847394
flm0001802,Новости дня № 4 1954 г.,,,
flm0001803,Рассказ о зеленых квадратах,,,
flm0001804,Новости дня № 64 1954 г.,,,
flm0001805,Новости дня № 63 1954 г.,,,
flm0001806,Новости дня № 62 1954 г.,,,
flm0001807,Новости дня № 61 1954 г.,,,
flm0001808,Sprawa do zalatwienia,1953,81,tt0046356
flm0001809,Пионерия № 1 1954 г.,,,
flm0001810,За Саянским хребтом,,,
flm0001811,В плавнях Каспия,,,
flm0001812,Советские гимнасты,1953,18,tt0479542
flm0001813,Новости сельского хозяйства № 2 1954 г.,,,
flm0001814,Новости сельского хозяйства № 1 1954 г.,,,
flm0001815,Новости дня № 67 1954 г.,,,
flm0001816,Новости дня № 66 1954 г.,,,
flm0001817,Новости дня № 65 1954 г.,,,
flm0001818,Новости дня № 6 1954 г.,,,
flm0001819,Елка в Кремле,,,
flm0001820,Раскопки в Новгороде,,,
flm0001821,Новости сельского хозяйства 1954 г.,,,
flm0001822,Мастера русского балета,1954,80,tt0046055
flm0001823,Советский спорт № 1 1954 г.,,,
flm0001824,Новости дня № 5 1954 г.,,,
flm0001825,За нерушимую дружбу,,,
flm0001826,Monsieur Taxi,1952,75,tt0044918
flm0001827,Новости дня № 7 1954 г.,,,
flm0001828,Сиреневый сад,,,
flm0001829,Новости дня № 8 1954 г.,,,
flm0001830,Международные соревнования лыжников,,,
flm0001831,Калиновая роща,1954,112,tt0045951
flm0001832,У истоков жизни,,,
flm0001833,Новости дня № 9 1954 г.,,,
flm0001834,За мир и дружбу,1954,,tt0212629
flm0001835,Судьба Марины,1954,99,tt0046381
flm0001836,Новости дня № 10 1954 г.,,,
flm0001837,Новости дня № 11 1954 г.,,,
flm0001838,День отдыха в Ленинграде,,,
flm0001839,Огни на реке,1954,,tt0212397
flm0001840,"Für Gleichberechtigung, Glück und Frieden",,,
flm0001841,Новости дня № 12 1954 г.,,,
flm0001842,К северу от Томска,,,
flm0001843,Пионерия № 2 1954 г.,,,
flm0001844,По Каме-реке,,,
flm0001845,Eine Nacht in Venedig,1953,76,tt0140410
flm0001846,Румынская народная республика,,,
flm0001847,Даугава,,,
flm0001848,Советский спорт № 2 1954 г.,,,
flm0001849,Новости дня № 13 1954 г.,,,
flm0001850,Новости дня № 14 1954 г.,,,
flm0001851,Наука и техника № 2 1954 г.,,,
flm0001852,Налим,,,
flm0001853,Мастера спорта,,,
flm0001854,Roma ore 11,1952,107,tt0045098
flm0001855,Огни дружбы,,,
flm0001856,Новости дня № 15 1954 г.,,,
flm0001857,Недалеко от Краснодара,1953,,tt0174973
flm0001858,Братья Лю,1953,27,tt2407346
flm0001859,Liu hao men,1952,97,tt0357867
flm0001860,Новости дня № 16 1954 г.,,,
flm0001861,На Челябинском тракторном,,,
flm0001862,Памятники культуры государства Урарту,,,
flm0001863,Советские конькобежцы в Норвегии,,,
flm0001864,Советский спорт № 3 1954 г.,,,
flm0001865,Сильнейшие в мире,,,
flm0001866,Черешенки,,,
flm0001867,Таинственная находка,1954,72,tt0212545
flm0001868,"Специальный выпуск, посвященный выборам в Верховный Совет СССР в Москве",,,
flm0001869,Новости дня № 17 1954 г.,,,
flm0001870,Due soldi di speranza,1952,110,tt0044572
flm0001871,Крылатая защита,1954,,tt0212287
flm0001872,Вальс на льду,,,
flm0001873,Новости дня № 18 1954 г.,,,
flm0001874,Туристы на лыжах,,,
flm0001875,Художественная гимнастика,,,
flm0001876,Наука и техника № 3 1954 г.,,,
flm0001877,Командир корабля,1954,,tt0174822
flm0001878,Новости дня № 19 1954 г.,,,
flm0001879,На строительстве Куйбышевского гидроузла,,,
flm0001880,Под парусами,,,
flm0001881,Спортивные встречи друзей,,,
flm0001882,Дворец науки,,,
flm0001883,Пионерия № 3 1954 г.,,,
flm0001884,Рукописи Льва Толстого,,,
flm0001885,Новости дня № 20 1954 г.,,,
flm0001886,Il cammino della speranza,1950,105,tt0042301
flm0001887,Наука и техника № 4 1954 г.,,,
flm0001888,Новости дня № 21 1954 г.,,,
flm0001889,Львов,,,
flm0001890,Команда с нашей улицы,1954,83,tt5111796
flm0001891,Верные друзья,1954,100,tt0047650
flm0001892,Новости дня № 22 1954 г.,,,
flm0001893,Новости дня № 23 1954 г.,,,
flm0001894,Сон болельщика,,,
flm0001895,Храбрый пак,1953,20,tt2371592
flm0001896,Новости дня № 24 1954 г.,,,
flm0001897,Батумский ботанический сад,,,
flm0001898,Случай в тайге,1954,93,tt0170599
flm0001899,Международный концерт,,,
flm0001900,Julius Fucik,1953,,tt0435093
flm0001901,Пионерия № 4 1954 г.,,,
flm0001902,Советский спорт № 4 1954 г.,,,
flm0001903,Новости дня № 25 1954 г.,,,
flm0001904,Поэма о любви,1954,,tt0170421
flm0001905,Новости сельского хозяйства № 3 1954 г.,,,
flm0001906,Новости дня № 26 1954 г.,,,
flm0001907,Празднование 1 мая 1954 года в Москве,,,
flm0001908,Анна на шее,1954,82,tt0046715
flm0001909,Новости дня № 28 1954 г.,,,
flm0001910,Праздник на стадионе Динамо,,,
flm0001911,Навеки с русским народом,,,
flm0001912,Поет Украина,1954,,tt0173036
flm0001913,Новости дня № 29 1954 г.,,,
flm0001914,В Ленинграде,,,
flm0001915,Die Störenfriede,1953,92,tt0236771
flm0001916,Бай и батрак,1953,,tt0169593
flm0001917,Лимоны растут в комнате,,,
flm0001918,Школа мужества,1954,99,tt0047481
flm0001919,Afrika I. - Z Maroka na Kilimandzaro,1953,104,tt2772566
flm0001920,Afrika II. - Od rovníku ke Stolové hore,1953,74,tt6096820
flm0001921,Новости дня № 30 1954 г.,,,
flm0001922,Новости дня № 31 1954 г.,,,
flm0001923,Советские конькобежцы в Японии,,,
flm0001924,Пионерия № 5 1954 г.,,,
flm0001925,Schicksal am Lenkrad,1954,103,tt0365721
flm0001926,Дети партизана,1954,83,tt0411285
flm0001927,Фитонциды,,,
flm0001928,Наука и техника № 5 1954 г.,,,
flm0001929,Советский спорт № 5 1954 г.,,,
flm0001930,Новости дня № 32 1954 г.,,,
flm0001931,Kiskrajcár,1953,107,tt0172655
flm0001932,Ростов-на-Дону,,,
flm0001933,Новости сельского хозяйства № 4 1954 г.,,,
flm0001934,Сухумская медико-биологическая станция,,,
flm0001935,Новости дня № 33 1954 г.,,,
flm0001936,Rákóczi hadnagya,1954,114,tt0046259
flm0001937,Аттестат зрелости,1954,106,tt0046730
flm0001938,Новости дня № 34 1954 г.,,,
flm0001939,За морским зверем,,,
flm0001940,Архитектурные памятники Самарканда,,,
flm0001941,Ядовитые змеи,,,
flm0001942,Наука и техника № 6 1954 г.,,,
flm0001943,Новости дня № 35 1954 г.,,,
flm0001944,Tajemství krve,1953,108,tt0046396
flm0001945,Во имя человека,,,
flm0001946,Новости дня № 36 1954 г.,,,
flm0001947,Об этом забывать нельзя,1954,108,tt0167317
flm0001948,Новости сельского хозяйства № 5 1954 г.,,,
flm0001949,Пионерия № 6 1954 г.,,,
flm0001950,Мастера волейбола,,,
flm0001951,Новости дня № 37 1954 г.,,,
flm0001952,Новости дня № 38 1954 г.,,,
flm0001953,Das kleine und das große Glück,1953,98,tt0236390
flm0001954,Jin yin tan,1953,103,tt13731270
flm0001955,Наука и техника № 7 1954 г.,,,
flm0001956,Советский спорт № 6 1954 г.,,,
flm0001957,Жиронда - Динамо,,,
flm0001958,Записные книжки А. П. Чехова,,,
flm0001959,Переполох,1955,,tt0174113
flm0001960,На даче,1954,17,tt2367112
flm0001961,Чехов,1954,60,tt0046848
flm0001962,Новости дня № 39 1954 г.,,,
flm0001963,Kleine Mutti,1935,90,tt0025411
flm0001964,Шведская спичка,1954,52,tt0048615
flm0001965,Наши чемпионы,1953,,tt0170290
flm0001966,Веселые звезды,1954,103,tt0048774
flm0001967,Новости дня № 40 1954 г.,,,
flm0001968,Новости дня № 41 1954 г.,,,
flm0001969,Родная Украина № 31 1954 г.,,,
flm0001970,Ленинградский журнал № 18 1954 г.,,,
flm0001971,Ленинградский журнал № 19 1954 г.,,,
flm0001972,The Pickwick Papers,1952,109,tt0045030
flm0001973,Советская Белоруссия № 19 1954 г.,,,
flm0001974,Новости недели № 26 1954 г.,,,
flm0001975,Родная Украина № 32 1954 г.,,,
flm0001976,XI съезд профсоюзов,,,
flm0001977,Новости сельского хозяйства № 6 1954 г.,,,
flm0001978,Новости дня № 42 1954 г.,,,
flm0001979,Verlorene Melodie,1952,100,tt0045289
flm0001980,Одесса,1935,23,tt3739338
flm0001981,Новости дня № 43 1954 г.,,,
flm0001982,Советская Белоруссия № 20 1954 г.,,,
flm0001983,Новости недели № 25 1954 г.,,,
flm0001984,Новости недели № 27 1954 г.,,,
flm0001985,Соревнования сильнейших легкоатлетов Европы,,,
flm0001986,Пионерия № 7 1954 г.,,,
flm0001987,Первая весна,,,
flm0001988,Советский спорт № 7 1954 г.,,,
flm0001989,Открытие Всесоюзной сельскохозяйственной выставки,,,
flm0001990,Народные мстители,1943,55,tt0036194
flm0001991,Новости дня № 44 1954 г.,,,
flm0001992,Onna hitori daichi o yuku,1953,164,tt0396778
flm0001993,Новости дня № 45 1954 г.,,,
flm0001994,Мы с вами где-то встречались,1954,95,tt0168083
flm0001995,Cardinal Richelieu,1935,82,tt0026180
flm0001996,Новости дня № 46 1954 г.,,,
flm0001997,Ленинградский журнал № 20 1954 г.,,,
flm0001998,Ленинградский журнал № 21 1954 г.,,,
flm0001999,Советская Белоруссия № 21 1954 г.,,,
flm0002000,Родная Украина № 33 1954 г.,,,
flm0002001,Родная Украина № 34 1954 г.,,,
flm0002002,Ленинградский журнал № 22 1954 г.,,,
flm0002003,Родная Украина № 35 1954 г.,,,
flm0002004,Родная Украина № 36 1954 г.,,,
flm0002005,На полях Кубани,,,
flm0002006,Новости дня № 47 1954 г.,,,
flm0002007,Jestrab kontra Hrdlicka,1953,100,tt0231820
flm0002008,Новости дня № 49 1954 г.,,,
flm0002009,Новости дня № 50 1954 г.,,,
flm0002010,Pesen za choveka,1954,111,tt0234455
flm0002011,На просторах Казахстана,,,
flm0002012,Новости дня № 51 1954 г.,,,
flm0002013,Советская Белоруссия № 24 1954 г.,,,
flm0002014,Благодатная земля,,,
flm0002015,Советский спорт № 8 1954 г.,,,
flm0002016,Магнитогорские металлурги,,,
flm0002017,Советская Белоруссия № 22 1954 г.,,,
flm0002018,Советская Белоруссия № 23 1954 г.,,,
flm0002019,Поволжье № 30 1954 г.,,,
flm0002020,Поволжье № 32 1954 г.,,,
flm0002021,Новости дня № 52 1954 г.,,,
flm0002022,Do Bigha Zamin,1953,131,tt0045693
flm0002023,Awaara,1951,193,tt0043306
flm0002024,In Assam,,,
flm0002025,The Drums of Manipur,,,
flm0002026,Industrial Mysore,,,
flm0002027,"Rajasthan, series I",,,
flm0002028,"Rajasthan, series II",,,
flm0002029,Памятники Мевара,,,
flm0002030,Aandhiyan,1952,136,tt0154106
flm0002031,Праздник нашей молодости,1955,79,tt0239830
flm0002032,Новости дня № 53 1954 г.,,,
flm0002033,Изобразительное искусство Китая,,,
flm0002034,Lidé jednoho srdce,1953,,tt0171483
flm0002035,В новом Шанхае,,,
flm0002036,Новости дня № 54 1954 г.,,,
flm0002037,Новости сельского хозяйства № 7 1954 г.,,,
flm0002038,По горной дороге,,,
flm0002039,Пионерия № 8 1954 г.,,,
flm0002040,Новости дня № 55 1954 г.,,,
flm0002041,Ленинградский киножурнал № 25 1954 г.,,,
flm0002042,Ленинградский киножурнал № 26 1954 г.,,,
flm0002043,Родная Украина № 3 1954 г.,,,
flm0002044,Советская Белоруссия № 25 1954 г.,,,
flm0002045,Поволжье № 33 1954 г.,,,
flm0002046,Солнечное затмение 1952 года,,,
flm0002047,Родная Украина № 39 1954 г.,,,
flm0002048,"Выставка ""Демократическая Германия"" в Москве",,,
flm0002049,Петрозаводск,,,
flm0002050,Expres z Norimberka,1954,63,tt0247326
flm0002051,На стройках столицы,,,
flm0002052,Новости дня № 56 1954 г.,,,
flm0002053,Ленинградский киножурнал № 24 1954 г.,,,
flm0002054,Родная Украина № 40 1954 г.,,,
flm0002055,Родная Украина № 41 1954 г.,,,
flm0002056,Родная Украина № 42 1954 г.,,,
flm0002057,Поволжье № 34 1954 г.,,,
flm0002058,Специальный выпуск Динамо (Москва) - Арсенал (Лондон),,,
flm0002059,Die Geschichte vom kleinen Muck,1953,100,tt0045470
flm0002060,Новости дня № 58 1954 г.,,,
flm0002061,Новости дня № 59 1954 г.,,,
flm0002062,Богатырь идет в Марто,1954,81,tt0186891
flm0002063,Новости дня № 60 1954 г.,,,
flm0002064,Земля,1954,82,tt0048284
flm0002065,Футбол СССР - Венгрия,,,
flm0002066,Народные характеры,,,
flm0002067,Большая семья,1954,108,tt0046797
flm0002068,В праздничный вечер,1954,,tt0174314
flm0002069,Родному народу,,,
flm0002070,Советские гимнасты в Риме,,,
flm0002071,Советский спорт № 9 1954 г.,,,
flm0002072,Праздник великой дружбы,,,
flm0002073,Пионерия № 9 1954 г.,,,
flm0002074,Komedianti,1954,95,tt0045968
flm0002075,Severní prístav,1954,84,tt0232621
flm0002076,Специальный выпуск 37--й октябрь,,,
flm0002077,Международные соревнования мотоциклистов,,,
flm0002078,В Риме,,,
flm0002079,Воздушный парад,,,
flm0002080,Советский спорт № 10 1954 г.,,,
flm0002081,На международной ярмарке в Лионе,,,
flm0002082,Рижский шелк,,,
flm0002083,Париж,,,
flm0002084,Camille,1936,109,tt0028683
flm0002085,Пробужденная степь,,,
flm0002086,Last of the Pagans,1935,70,tt0026609
flm0002087,Celuloza,1954,120,tt0046841
flm0002088,"Warszawa. Dokumenty walki, zniszczenia, odbudowy",1953,71,tt0138185
flm0002089,Przygoda na Mariensztacie,1954,93,tt0047373
flm0002090,Советский спорт № 11 1954 г.,,,
flm0002091,Наука и техника № 9 1954 г.,,,
flm0002092,Два матча,,,
flm0002093,Пребывание шведских кораблей в Ленинграде,,,
flm0002094,Кортик,1954,83,tt0175824
flm0002095,Наука и техника № 10 1954 г.,,,
flm0002096,Чемпионы Европы,,,
flm0002097,Запасной игрок,1954,83,tt0047895
flm0002098,Родная Украина № 48 1954 г.,,,
flm0002099,Новости недели № 40 1954 г.,,,
flm0002100,Наука и техника № 11 1954 г.,,,
flm0002101,376 дней на дрейфующей льдине,,,
flm0002102,It Started with Eve,1941,90,tt0033766
flm0002103,Родная Украина № 49 1954 г.,,,
flm0002104,Родная Украина № 50 1954 г.,,,
flm0002105,Родная Украина № 51 1954 г.,,,
flm0002106,Визит дружбы,,,
flm0002107,Велогонка мира,1938,73,tt0030928
flm0002108,Советские патриоты,,,
flm0002109,Рейс мира,,,
flm0002110,Театр едет в колхозы,,,
flm0002111,Новый Минск,,,
flm0002112,Отважные и сильные,,,
flm0002113,Zhan duan mo zhao,1954,87,tt0348490
flm0002114,Zhi qu Huashan,1953,120,tt0340462
flm0002115,Совещание европейских стран по обеспечению мира и безопасности в Европе,,,
flm0002116,Long xu gou,1953,108,tt0349743
flm0002117,Новости дня № 69 1954 г.,,,
flm0002118,Chóngqìng - Chéngdū,,,
flm0002119,Ji mao xin,1954,70,tt0470128
flm0002120,Новости дня № 70 1954 г.,,,
flm0002121,Новости дня № 71 1954 г.,,,
flm0002122,Стрекоза,1954,92,tt0047532
flm0002123,За мир и дружбу между народами,,,
flm0002124,Международная ярмарка в Джакарте,,,
flm0002125,Кронштадту 250 лет,,,
flm0002126,Севернее Сталинграда,,,
flm0002127,Глазами англичан,,,
flm0002128,Тайна горного озера,1954,69,tt0417894
flm0002129,Дорога в тайге,,,
flm0002130,Испытание верности,1954,117,tt0047992
flm0002131,Золотые яблоки,1955,78,tt1726830
flm0002132,Новости дня № 72 1954 г.,,,
flm0002133,Новости дня № 73 1954 г.,,,
flm0002134,Новости дня № 74 1954 г.,,,
flm0002135,Боржомское ущелье,,,
flm0002136,По реке Цне,,,
flm0002137,В кубанских садах,,,
flm0002138,В мире игрушек,,,
flm0002139,Наука и техника №12 1955 г.,,,
flm0002140,Молодые художники,,,
flm0002141,Советский спорт № 12 1955 г.,,,
flm0002142,Солнечное затмение 1954 года,,,
flm0002143,Новости сельского хозяйства 1955 г.,,,
flm0002144,250 лет Кронштадту,,,
flm0002145,На XII Всемирных студенческих играх,,,
flm0002146,Начало пути,,,
flm0002147,Пионерия № 11 1955 г.,,,
flm0002148,Новости дня № 1 1955 г.,,,
flm0002149,Сармико,1952,20,tt4857370
flm0002150,Fanfan la tulipe,1952,102,tt0044602
flm0002151,Новости дня № 2 1955 г.,,,
flm0002152,Тарас Шевченко - художник,,,
flm0002153,Новости сельского хозяйства № 11 1955 г.,,,
flm0002154,Советские краболовы,,,
flm0002155,The Mark of Zorro,1940,94,tt0032762
flm0002156,На целинные земли,,,
flm0002157,Новости дня № 3 1955 г.,,,
flm0002158,По туристской путевке,,,
flm0002159,Новости недели № 46 1955 г.,,,
flm0002160,МТС в степи,,,
flm0002161,Waterloo Bridge,1940,108,tt0033238
flm0002162,СССР - Швеция. Международные встречи сборных команд по хоккею,,,
flm0002163,Новости дня № 4 1955 г.,,,
flm0002164,Город бессмертной славы,,,
flm0002165,Дар дружбы,,,
flm0002166,Международная ярмарка в Дамаске,,,
flm0002167,Ernst Thälmann - Sohn seiner Klasse,1954,124,tt0046958
flm0002168,Gefährliche Fracht,1954,96,tt0047017
flm0002169,Ludwig van Beethoven,1955,87,tt0237417
flm0002170,Новости дня № 5 1955 г.,,,
flm0002171,Baiju Bawra,1952,165,tt0044392
flm0002172,Pod gwiazda frygijska,1954,111,tt0047357
flm0002173,Кто смеется последним,1955,94,tt5111566
flm0002174,Новости дня № 6 1955 г.,,,
flm0002175,Открытие фестиваля кинофильмов Германской Демократической Республики,,,
flm0002176,Советская Белоруссия № 1 1955 г.,,,
flm0002177,Поволжье №1 1955 г.,,,
flm0002178,Опасные тропы,1955,63,tt0212403
flm0002179,Праздник в Пекине,,,
flm0002180,Московская выставка новой строительной техники,,,
flm0002181,Новости дня № 7 1955 г.,,,
flm0002182,Новости сельского хозяйства № 12 1955 г.,,,
flm0002183,Советский спорт № 1 1955 г.,,,
flm0002184,Пионерия №1 1955 г.,,,
flm0002185,Наука и техника №1 1955 г.,,,
flm0002186,Damals,1943,94,tt0035776
flm0002187,Новости дня № 8 1955 г.,,,
flm0002188,У полярного круга,,,
flm0002189,Белоруссия №2 1955 г.,,,
flm0002190,Враги и друзья,,,
flm0002191,Новости дня № 9 1955 г.,,,
flm0002192,Белоруссия №3 1955 г.,,,
flm0002193,Советская выставка в Копенгагене,,,
flm0002194,Многоотраслевой колхоз,,,
flm0002195,Счастливый рейс,1949,79,tt0382276
flm0002196,Новости дня № 10 1955 г.,,,
flm0002197,Наступление на целину,,,
flm0002198,Народный поэт,,,
flm0002199,Герои Шипки,1955,90,tt0047021
flm0002200,Поволжье №2 1955 г.,,,
flm0002201,Новости недели № 2 1955 г.,,,
flm0002202,Дамы,1954,,tt0172293
flm0002203,Rahi,1953,139,tt0152133
flm0002204,Новости дня № 11 1955 г.,,,
flm0002205,Советская Украина № 3 1955 г.,,,
flm0002206,Поволжье №3 1955 г.,,,
flm0002207,Три товарища,1937,90,tt0028413
flm0002208,Frona,1954,110,tt0172472
flm0002209,Cirkus bude,1954,91,tt0046858
flm0002210,Rodná zem,1954,101,tt0246893
flm0002211,Z Argentiny do Mexika,1954,90,tt0435543
flm0002212,На пути к изобилию,,,
flm0002213,Вторая специальность,,,
flm0002214,Победа советских спортсменов,,,
flm0002215,Весенние мелодии,1946,9,tt9239328
flm0002216,Новости дня № 12 1955 г.,,,
flm0002217,На Первенство мира по конькам,,,
flm0002218,Поволжье №4 1955 г.,,,
flm0002219,Советская Украина № 4 1955 г.,,,
flm0002220,Новости недели № 4 1955 г.,,,
flm0002221,Море студеное,1955,92,tt0047246
flm0002222,Новости дня № 14 1955 г.,,,
flm0002223,На международной ярмарке в Салониках,,,
flm0002224,Der Komödiant von Wien,1954,103,tt0047154
flm0002225,Вторая сессия Верховного Совета СССР четвертого созыва 3-9 февраля 1955 г,,,
flm0002226,Советский спорт № 2 1955 г.,,,
flm0002227,Решающий год,,,
flm0002228,Укротительница тигров,1955,101,tt0047628
flm0002229,Новости дня № 15 1955 г.,,,
flm0002230,Карандаш и клякса,1954,10,tt7972494
flm0002231,Хозяева моря,,,
flm0002232,Резервы производства,,,
flm0002233,По Индонезии,,,
flm0002234,Новости дня № 16 1955 г.,,,
flm0002235,Новости дня №16 1955 г.,,,
flm0002236,Советская Украина № 6 1955 г.,,,
flm0002237,Поволжье №6 1955 г.,,,
flm0002238,Советская Украина № 7 1955 г.,,,
flm0002239,Поволжье №7 1955 г.,,,
flm0002240,Советская Белоруссия № 6 1955 г.,,,
flm0002241,Botostroj,1954,101,tt0045575
flm0002242,Советский спорт № 3 1955 г.,,,
flm0002243,Морской охотник,1954,67,tt5111678
flm0002244,Новости дня № 17 1955 г.,,,
flm0002245,Советская Украина № 8 1955 г.,,,
flm0002246,Советская Белоруссия № 7 1955 г.,,,
flm0002247,Ромео и Джульетта,1955,92,tt0048561
flm0002248,В. Маяковский,,,
flm0002249,Новые цветные мультфильмы,,,
flm0002250,Советская Украина № 9 1955 г.,,,
flm0002251,Поволжье №8 1955 г.,,,
flm0002252,Два друга,1955,,tt0048026
flm0002253,Дочь степей,1955,,tt0169792
flm0002254,Новости дня № 18 1955 г.,,,
flm0002255,Народное искусство Китая,,,
flm0002256,Новости сельского хозяйства № 2 1955 г.,,,
flm0002257,Старый двор,1941,20,tt14144816
flm0002258,Гости из Индии,,,
flm0002259,Синяя птичка,,,
flm0002260,Las aguas bajan turbias,1952,82,tt0044335
flm0002261,Новости дня № 19 1955 г.,,,
flm0002262,Наука и техника №2 1955 г.,,,
flm0002263,Bel Ami,1955,100,tt0047868
flm0002264,По Сирии,,,
flm0002265,Новости сельского хозяйства № 3 1955 г.,,,
flm0002266,Наука и техника №3 1955 г.,,,
flm0002267,Овод,1955,94,tt0048461
flm0002268,Новости дня № 20 1955 г.,,,
flm0002269,Тарапунька и Штепсель,,,
flm0002270,Освобождение Вены,,,
flm0002271,Всесоюзная художественная выставка,,,
flm0002272,Новости дня № 21 1955 г.,,,
flm0002273,Piatka z ulicy Barskiej,1954,108,tt0047351
flm0002274,Мургабский оазис,,,
flm0002275,Надежда,1955,46,tt0048408
flm0002276,Crin blanc: Le cheval sauvage,1953,40,tt0044518
flm0002277,Новости дня № 22 1955 г.,,,
flm0002278,Специальный выпуск - к пребыванию правительственной делегации Австрии в Москве,,,
flm0002279,Dancing Pirate,1936,83,tt0027496
flm0002280,Остров Сахалин,1955,45,tt0175011
flm0002281,В Атлантике,,,
flm0002282,Речники Северной двины,,,
flm0002283,Выставка произведений скульпторов В. И. Мухиной,,,
flm0002284,Украинское народное искусство,,,
flm0002285,Новости дня № 23 1955 г.,,,
flm0002286,Тревожная молодость,1955,99,tt0047616
flm0002287,Новости дня № 24 1955 г.,,,
flm0002288,На берегах озера Иссык-Куль,,,
flm0002289,Советский спорт № 4 1955 г.,,,
flm0002290,Михайло Ломоносов,1955,104,tt4199588
flm0002291,Назар Стодоля,1955,81,tt0048416
flm0002292,Новости дня № 25 1955 г.,,,
flm0002293,Празднование 1-го Мая 1955 года в Москве,,,
flm0002294,Gibraltar,1938,92,tt0030180
flm0002295,По Ленинским местам,,,
flm0002296,На Всесоюзной сельскохозяйственной выставке,,,
flm0002297,Новости дня № 26 1955 г.,,,
flm0002298,Наука и техника №4 1955 г.,,,
flm0002299,Siréna,1947,77,tt0130261
flm0002300,Antoine et Antoinette,1947,84,tt0039155
flm0002301,Новости дня № 27 1955 г.,,,
flm0002302,Нерушимая дружба,,,
flm0002303,Первая Всесоюзная спартакиада сельских физкультурников,,,
flm0002304,Мастера индийского искусства,1955,40,tt0339364
flm0002305,Кукуруза - культура больших возможностей,,,
flm0002306,Ревизоры поневоле,1955,22,tt0175115
flm0002307,Подпись неразборчива,,,
flm0002308,Кукурузу - на поля страны,,,
flm0002309,Новости дня № 28 1955 г.,,,
flm0002310,На международной ярмарке в Измире,,,
flm0002311,Мы встречались на Эльбе,,,
flm0002312,Наука и техника №5 1955 г.,,,
flm0002313,Совещание европейских государств по обеспечению мира и безопасности в Европе,,,
flm0002314,Новости дня № 29 1955 г.,,,
flm0002315,Международная ярмарка в Салониках,,,
flm0002316,Андриеш,1954,63,tt0046713
flm0002317,Зеленый дол,1955,,tt7702766
flm0002318,Gaslight,1944,114,tt0036855
flm0002319,Septemvriytzi,1954,117,tt0282957
flm0002320,Доброе утро,1955,91,tt0313980
flm0002321,Подписание государственного договора о восстановлении независимости и демократической Австрии,,,
flm0002322,Новости дня № 30 1955 г.,,,
flm0002323,Советская выставка в Пекине,,,
flm0002324,Новости дня № 31 1955 г.,,,
flm0002325,Советская правительственная делегация в Белграде,,,
flm0002326,Северный полюс-5,,,
flm0002327,Новости сельского хозяйства № 4 1955 г.,,,
flm0002328,Вьетнам,1955,,tt14184226
flm0002329,Maclovia,1948,105,tt0040560
flm0002330,Snow White and the Seven Dwarfs,1937,83,tt0029583
flm0002331,Праздник св. Йоргена,,,
flm0002332,The Adventures of Robin Hood,1938,102,tt0029843
flm0002333,Новости дня № 32 1955 г.,,,
flm0002334,Советский спорт № 5 1955 г.,,,
flm0002335,Попрыгунья,1955,91,tt0048504
flm0002336,Pricházejí z tmy,1954,60,tt0046205
flm0002337,На Всесоюзном совещании работников промышленности,,,
flm0002338,Мотопробег дружбы,,,
flm0002339,Пребывание советской правительственной длегации в Югославии,,,
flm0002340,Прибытие в Москву премьер-министра Индии Джавахарлала Неру,,,
flm0002341,Новости дня № 33 1955 г.,,,
flm0002342,Koncert,1954,96,tt0047155
flm0002343,Río Escondido,1948,99,tt0039793
flm0002344,Новости дня № 34 1955 г.,,,
flm0002345,Этого допустить нельзя,,,
flm0002346,Пребывание премьер-министра республики Индии Джавахарлала Неру в Москве,,,
flm0002347,"Papa, maman, la bonne et moi...",1954,104,tt0047328
flm0002348,Крушение Эмирата,1955,,tt0170126
flm0002349,Новости сельского хозяйства № 5 1955 г.,,,
flm0002350,Московскому университету 200 лет,,,
flm0002351,Новости дня № 35 1955 г.,,,
flm0002352,Праздник таджикского народа,,,
flm0002353,Повесть о лесном великане,1954,79,tt0210238
flm0002354,Девушка-джигит,1955,100,tt0313967
flm0002355,Я ничего не помню,,,
